20	64	10	1e+06	1e+06	2	3	20	8	2	4	0	0.2	2	1	3	0	4	2	1	1	5000	5000	600000	0.0959673	0.0958226	0.132642	0.1	1.77557e-05
20	64	10	1e+06	1e+06	2	3	20	8	2	4	0	0.2	3	1	3	0	4	2	1	1	5000	5000	600000	0.0690557	0.0756371	0.132642	0.1	2.4684e-05
20	64	10	1e+06	1e+06	2	3	20	8	2	4	0	0.2	3	1	3	0	4	2	1	1	320000	5000	600000	0.098144	0.0980082	0.132642	0.1	3.747e-05
20	64	10	1e+06	1e+06	2	3	20	8	2	4	0	0.2	50	1	3	0	4	2	1	1	320000	5000	600000	0.0969742	0.0968495	0.132642	0.1	3.79248e-05
20	64	10	1e+06	1e+06	2	3	20	8	2	4	0	0.2	50	1	3	0	4	2	1	1	5000	5000	600000	0.0961796	0.0960213	0.132642	0.1	1.77154e-05
20	64	10	1e+06	1e+06	2	3	20	8	2	4	0	0.2	50	0	3	0	4	2	1	1	5000	5000	600000	0	0	0.132642	0.1	-nan
20	64	10	1e+06	1e+06	2	3	20	8	2	4	0	0.2	50	0	3	0	4	2	1	1	5000	5000	60000	0	0	0.132642	0.1	-nan
<<<<<<< HEAD
20	64	10	1e+06	1e+06	2	3	20	8	2	4	0	0.2	50	0	3	0	4	2	1	1	500	500	6000	0.524168	0.519871	0.522034	0.4	0.0230263
=======
20	64	10	1e+06	1e+06	2	3	20	8	2	4	0	0.2	50	0	3	0	4	2	1	1	5000	5000	60000	0	0	0.132642	0.1	-nan
20	64	10	1e+06	1e+06	2	3	20	8	2	4	0	0.2	50	0	3	0	4	2	1	1	5000	5000	60000	0.114947	0.113339	0.132642	0.1	0
20	64	10	1e+06	1e+06	2	3	20	8	2	4	0	0.2	50	0	3	0	4	2	1	1	5000	5000	60000	0.0358448	0.0419789	0.132642	0.1	0
20	64	10	1e+06	1e+06	2	3	20	8	2	4	0	0.2	50	0	3	0	4	2	1	1	5000	5000	60000	0.114055	0.111779	0.132642	0.1	0
20	64	10	1e+06	1e+06	2	3	20	8	2	4	0	0.2	50	0	3	0	4	2	1	1	5000	5000	60000	0.115622	0.113753	0.132642	0.1	0
20	64	10	1e+06	1e+06	2	3	20	8	2	4	0	0.2	50	0	3	0	4	2	1	1	5000	5000	60000	0.0374279	0.0386773	0.132642	0.1	0
20	64	10	1e+06	1e+06	2	3	20	8	2	4	0	0.2	50	0	3	0	4	2	1	1	5000	5000	120000	0.018989	0.0315741	0.132642	0.1	0
20	64	10	1e+06	1e+06	2	3	20	8	2	4	0	0.2	50	0	3	0	4	2	1	1	5000	5000	120000	0.0725576	0.0736351	0.132642	0.1	0
20	64	10	1e+06	1e+06	2	3	20	8	2	4	0	0.2	50	0	3	0	4	2	1	1	5000	5000	120000	0.0695013	0.0704944	0.132642	0.1	0
20	64	10	1e+06	1e+06	2	3	20	8	2	4	0	0.2	50	0	3	0	4	2	1	1	5000	5000	120000	0.107075	0.106437	0.132642	0.1	0
20	64	10	1e+06	1e+06	2	3	20	8	2	4	0	0.2	50	0	3	0	4	2	1	1	5000	5000	120000	0.107421	0.106813	0.132642	0.1	0
20	64	10	1e+06	1e+06	2	3	20	8	2	4	0	0.2	50	2	3	0	4	2	1	1	5000	5000	120000	0.0801025	0.0795591	0.132642	0.1	0
20	64	10	1e+06	1e+06	2	3	20	8	2	4	0	0.2	50	2	3	0	4	2	1	1	5000	5000	120000	0.0158811	0.0291567	0.132642	0.1	0
20	64	10	1e+06	1e+06	2	3	20	8	2	4	0	0.2	50	2	3	0	4	2	1	1	5000	5000	120000	0.0843907	0.0834628	0.132642	0.1	0
20	64	10	1e+06	1e+06	2	3	20	8	2	4	0	0.2	50	2	3	0	4	2	1	1	5000	5000	120000	0.0838048	0.0827788	0.132642	0.1	0
20	64	10	1e+06	1e+06	2	3	20	8	2	4	0	0.2	50	2	3	0	4	2	1	1	5000	5000	120000	0.0158302	0.0250045	0.132642	0.1	0
>>>>>>> 62821630f99ae5345f49e7db30b09141b12c51fd
20	64	10	1e+06	1e+06	2	3	20	8	2	4	0	0.2	50	2	3	0	4	2	1	1	500	500	6000	0.446987	0.444535	0.132642	0.4	0.0238971
20	64	10	1e+06	1e+06	2	3	20	8	2	4	0	0.2	50	2	3	0	4	2	1	1	500	500	6000	0.457447	0.453105	0.132642	0.4	0.0326705
20	64	10	1e+06	1e+06	2	3	20	8	2	4	0	0.2	50	2	3	0	4	2	1	1	500	500	6000	0	0.0342067	0.132642	0.1	-nan
20	64	10	1e+06	1e+06	2	3	20	8	2	4	0	0.2	50	2	3	0	4	2	1	1	500	500	6000	0.466182	0.461776	0.132642	0.1	0.0284091
20	64	10	1e+06	1e+06	2	3	20	8	2	4	0	0.2	50	2	3	0	4	2	1	1	500	500	6000	0.469641	0.465974	0.132642	0.4	0.0273438
20	64	10	1e+06	1e+06	2	3	20	8	2	4	0	0.2	50	2	3	0	4	2	1	1	500	500	6000	0.469641	0.465974	0.132642	0.4	0.0273438
20	64	10	1e+06	1e+06	2	3	20	8	2	4	0	0.2	50	2	3	0	4	2	1	1	500	500	6000	0.460546	0.457161	0.132642	0.4	0.0289522
20	64	10	1e+06	1e+06	2	3	20	8	2	4	0	0.2	50	2	3	0	4	2	1	1	500	500	6000	0.460546	0.457161	0.132642	0.4	0.0289522
20	64	10	1e+06	1e+06	2	3	20	8	2	4	0	0.2	50	2	3	0	4	2	1	1	500	500	6000	0.460546	0.457161	0.132642	0.4	0.0289522
20	64	10	1e+06	1e+06	2	3	20	8	2	4	0	0.2	50	2	3	0	4	2	1	1	500	500	6000	0.460546	0.457161	0.132642	0.4	0.0289522
20	64	10	1e+06	1e+06	2	3	20	8	2	4	0	0.2	50	2	3	0	4	2	1	1	500	500	6000	0.460546	0.457161	0.132642	0.4	0.0289522
20	64	10	1e+06	1e+06	2	3	20	8	2	4	0	0.2	50	2	3	0	4	2	1	1	500	500	6000	0.460546	0.457161	0.132642	0.4	0.0289522
20	64	10	1e+06	1e+06	2	3	20	8	2	4	0	0.2	50	2	3	0	4	2	1	1	500	500	6000	0.460546	0.457161	0.132642	0.4	0.0289522
20	64	10	1e+06	1e+06	2	3	20	8	2	4	0	0.2	50	2	3	0	4	2	1	1	500	500	6000	0.460546	0.457161	0.132642	0.4	0.0289522
20	64	10	1e+06	1e+06	2	3	20	8	2	4	0	0.2	50	2	3	0	4	2	1	1	500	500	6000	0.460546	0.457161	0.132642	0.4	0.0289522
20	64	10	1e+06	1e+06	2	3	20	8	2	4	0	0.2	50	2	3	0	4	2	1	1	500	500	6000	0.460546	0.457161	0.132642	0.4	0.0289522
20	64	10	1e+06	1e+06	2	3	20	8	2	4	0	0.2	50	2	3	0	4	2	1	1	500	500	6000	0.460546	0.457161	0.132642	0.4	0.0289522
20	64	10	1e+06	1e+06	2	3	20	8	2	4	0	0.2	50	2	3	0	4	2	1	1	500	500	6000	0.460546	0.457161	0.132642	0.4	0.0289522
20	64	10	1e+06	1e+06	2	3	20	8	2	4	0	0.2	50	2	3	0	4	2	1	1	500	500	6000	0.460546	0.457161	0.132642	0.4	0.0289522
20	64	10	1e+06	1e+06	2	3	20	8	2	4	0	0.2	50	2	3	0	4	2	1	1	500	500	6000	0.460546	0.457161	0.132642	0.4	0.0289522
20	64	10	1e+06	1e+06	2	3	20	8	2	4	0	0.2	50	2	3	0	4	2	1	1	500	500	6000	0.460546	0.457161	0.522556	0.4	0.0289522
20	64	10	1e+06	1e+06	2	3	20	8	2	4	0	0.2	50	2	3	0	4	2	1	1	500	500	6000	0.460546	0.457161	-0	0.4	0.0289522
20	64	10	1e+06	1e+06	2	3	20	8	2	4	0	0.2	50	2	3	0	4	2	1	1	500	500	6000	0.460546	0.457161	0.522556	0.4	0.0289522
20	64	10	1e+06	1e+06	2	3	20	8	2	4	0	0.2	50	2	3	0	4	2	1	1	500	500	6000	0.460546	0.457161	0.522556	0.4	0.0289522
20	64	10	1e+06	1e+06	2	3	20	8	2	4	0	0.2	50	2	3	0	4	2	1	1	500	500	6000	0.460546	0.457161	0.522034	0.4	0.0289522
